"AS","ASC","NRC"
"negative",1,0.6421
"neutral",0.6911,0
"negative",1,1
"negative",1,0.6731
"negative",1,1
"negative",0.6446,0.3438
"negative",1,0.3579
"negative",0.6669,0.3546
"negative",1,1
"negative",1,0.6885
"negative",1,1
"negative",1,0.6619
"negative",1,0.6536
"negative",0.6552,0.6552
"negative",1,0.6681
"negative",1,0.6657
"negative",1,0.66
"negative",1,0.6593
"negative",1,0.6392
"positive",1,0.638298279794716
"negative",1,0.6742
"negative",0.6557,0.3278
"negative",1,0.6507
"negative",1,1
"neutral",0.6872,0
"negative",1,0.3804
"negative",1,1
"neutral",0.6448,0.638298279794716
"negative",1,0.3511
"negative",1,0.3623
"negative",1,1
"negative",1,1
"negative",1,0.3469
"positive",0.3646,0
"negative",1,0.6546
"negative",1,0.3481
"negative",1,0.6773
"negative",1,0.6632
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.3442
"negative",1,1
"negative",1,1
"negative",1,0.707
"neutral",1,0.638298279794716
"positive",0.6559,0.638298279794716
"negative",1,0.6232
"negative",1,1
"negative",1,0.3456
"positive",1,0.638298279794716
"negative",1,0.3596
"negative",0.6667,0.3438
"negative",1,1
"neutral",0.6559,0.638298279794716
"negative",1,1
"positive",0.6333,0
"negative",1,1
"negative",1,0.664
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.3784
"negative",1,0.6907
"negative",1,1
"negative",1,0.6733
"neutral",0.3505,0
"negative",0.6589,0.6589
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.7021
"negative",0.6389,0.6389
"negative",1,0.3388
"negative",0.6545,0.6545
"neutral",1,0.638298279794716
"negative",0.6821,0.6821
"negative",0.6559,0.6559
"negative",0.708,0.3591
"negative",0.6923,0.3516
"negative",0.6735,0.3469
"positive",0.6576,0.638298279794716
"negative",1,0.6392
"negative",1,1
"negative",1,0.6495
"negative",0.68,0.68
"negative",1,1
"negative",1,0.657
"negative",1,0.6421
"positive",0.6289,0
"negative",1,0.3481
"negative",1,1
"negative",1,0.3463
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6771,0.6771
"neutral",0.6763,0
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6304
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6767,0.638298279794716
"negative",1,0.6742
"negative",1,0.3803
"negative",1,0.3564
"positive",1,0.638298279794716
"negative",1,0.6397
"negative",1,1
"negative",1,0.6677
"neutral",1,0.638298279794716
"negative",0.6803,0.6803
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.7139,0.3709
"negative",1,1
"negative",0.6782,0.6782
"neutral",0.694,0.638298279794716
"negative",1,0.6919
"negative",1,0.6947
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6792
"neutral",1,0.638298279794716
"negative",1,0.6804
"negative",1,0.7003
"negative",1,0.6517
"negative",1,1
"negative",0.6466,0.342
"neutral",1,0.638298279794716
"negative",1,0.6792
"positive",1,0.638298279794716
"neutral",0.6444,0
"neutral",0.6949,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6802
"neutral",1,0.638298279794716
"negative",1,0.6799
"negative",1,1
"negative",1,1
"negative",1,0.6651
"negative",1,1
"negative",1,0.6444
"negative",1,1
"negative",1,0.6744
"negative",1,0.6966
"negative",1,0.6899
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.3516
"neutral",1,0.638298279794716
"negative",1,0.7684
"neutral",0.6551,0
"negative",1,1
"negative",1,0.6667
"negative",1,1
"neutral",0.6771,0
"negative",1,0.6472
"negative",1,0.6474
"negative",0.6495,0.3349
"negative",0.3804,0.3804
"negative",1,1
"negative",1,0.3456
"negative",1,0.6606
"neutral",0.6291,0.638298279794716
"negative",0.7114,0.3632
"neutral",0.6237,0
"negative",1,0.6702
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6803
"negative",0.6565,0.6565
"neutral",0.6495,0.638298279794716
"negative",1,0.6557
"neutral",1,0.638298279794716
"negative",1,0.6749
"negative",1,0.34
"positive",0.6868,0
"negative",1,0.3476
"neutral",0.6861,0
"negative",1,0.3771
"negative",1,0.6871
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.3563
"negative",1,1
"negative",1,0.6606
"neutral",0.6471,0
"negative",0.6839,0.3743
"negative",1,0.3451
"neutral",0.6657,0
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6766
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6907,0.6907
"negative",0.686,0.686
"positive",1,0.638298279794716
"negative",1,0.6894
"neutral",0.6596,0
"negative",1,0.6669
"negative",1,1
"negative",1,1
"neutral",0.6652,0
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.702
"negative",0.6543,0.6543
"negative",1,0.3684
"neutral",0.664,0.638298279794716
"negative",1,0.6853
"negative",0.6363,0.3417
"neutral",0.6684,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6854
"neutral",1,0.638298279794716
"negative",1,0.6353
"negative",1,1
"negative",0.6688,0.3519
"negative",1,0.688
"negative",1,0.6774
"negative",0.7158,0.3579
"neutral",1,0.638298279794716
"negative",1,0.68
"neutral",1,0.638298279794716
"negative",0.6947,0.3579
"negative",0.6534,0.6534
"negative",1,0.6304
"negative",1,1
"negative",1,0.3505
"negative",1,0.3603
"neutral",0.6667,0.638298279794716
"negative",1,1
"negative",0.6851,0.3596
"neutral",1,0.638298279794716
"negative",1,0.6359
"negative",1,0.3456
"negative",1,1
"negative",1,1
"negative",0.6724,0.3673
"negative",1,0.6759
"negative",1,0.6818
"negative",1,0.3462
"positive",0.6667,0.638298279794716
"negative",1,0.6522
"negative",0.6691,0.351
"negative",1,0.3435
"negative",1,0.6667
"positive",1,0.638298279794716
"negative",1,0.6838
"negative",1,0.6531
"negative",1,1
"negative",1,1
"negative",1,0.6847
"negative",0.7087,0.7087
"negative",1,0.6804
"negative",1,0.6818
"negative",1,0.6598
"negative",0.6501,0.3414
"neutral",0.6659,0
"negative",1,0.3646
"negative",1,0.6246
"negative",1,1
"negative",1,1
"negative",1,0.3659
"negative",0.6361,0.3532
"negative",1,0.3455
"negative",1,0.3569
"negative",1,1
"negative",1,1
"negative",0.6547,0.3331
"negative",0.6946,0.6946
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6711
"positive",0.6703,0
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6568
"negative",1,0.6804
"negative",1,1
"negative",1,1
"negative",1,0.6714
"negative",0.6611,0.6611
"negative",1,1
"negative",1,0.6477
"negative",1,0.6654
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6882,0.3441
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.65,0.65
"negative",1,0.3639
"negative",0.6455,0.6455
"neutral",0.6736,0
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6392,0.3299
"neutral",1,0.638298279794716
"negative",1,0.3483
"negative",1,1
"negative",0.6334,0.6334
"positive",1,0.638298279794716
"negative",1,0.6839
"negative",1,0.3563
"negative",1,1
"positive",0.6576,0.638298279794716
"negative",1,0.6795
"negative",1,0.6772
"negative",1,1
"negative",1,0.3682
"negative",1,0.6575
"negative",1,1
"negative",0.6571,0.3429
"negative",1,0.7158
"negative",1,1
"negative",1,0.3372
"negative",1,0.3423
"negative",1,0.6383
"positive",1,0.638298279794716
"negative",1,0.6404
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.3552
"negative",1,1
"neutral",0.6476,0
"positive",0.6466,0.638298279794716
"negative",0.6939,0.6939
"negative",1,0.6705
"positive",0.6629,0.638298279794716
"negative",1,0.6765
"negative",1,0.3441
"negative",1,1
"negative",1,1
"negative",1,0.3542
"negative",0.6907,0.3711
"negative",1,0.6856
"negative",1,1
"positive",0.6783,0
"negative",1,0.6919
"negative",1,0.6704
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6667
"negative",1,0.6565
"negative",1,1
"negative",1,0.6764
"negative",1,0.6563
"negative",1,0.6695
"negative",1,1
"negative",0.6606,0.3425
"negative",1,1
"negative",1,0.6534
"negative",1,1
"negative",1,0.6727
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6941
"neutral",1,0.638298279794716
"neutral",0.6599,0
"negative",1,1
"neutral",0.347,0
"negative",1,0.6848
"negative",1,1
"negative",1,0.6665
"negative",1,1
"negative",1,0.6809
"negative",1,0.6939
"negative",1,0.6668
"positive",0.6544,0
"negative",1,1
"negative",0.6687,0.3463
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.3492
"negative",1,0.657
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.3718
"negative",1,1
"negative",1,1
"neutral",0.6492,0
"negative",1,1
"negative",0.6889,0.3549
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6544
"negative",1,1
"neutral",0.3732,0
"negative",0.6549,0.6549
"negative",0.6566,0.3535
"neutral",0.3428,0
"negative",1,1
"negative",0.6695,0.3511
"negative",1,0.6546
"negative",1,0.6594
"negative",1,0.6659
"neutral",0.6813,0
"positive",0.66,0
"negative",1,1
"negative",1,1
"negative",1,0.6631
"neutral",0.34,0
"negative",1,0.3709
"negative",1,1
"negative",1,0.3709
"neutral",0.656,0
"negative",0.7011,0.3845
"negative",1,0.704
"negative",1,1
"negative",1,0.6769
"negative",1,0.6746
"negative",1,1
"negative",0.6307,0.6307
"negative",1,0.3683
"negative",0.6842,0.6842
"negative",1,1
"negative",1,0.6655
"negative",1,0.3542
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6361,0.6361
"neutral",0.6667,0
"neutral",0.6137,0
"neutral",1,0.638298279794716
"negative",1,0.6188
"negative",1,0.6433
"negative",1,1
"negative",1,0.6756
"negative",1,0.6735
"neutral",1,0.638298279794716
"neutral",0.6705,0
"negative",1,1
"negative",1,0.6722
"negative",1,1
"negative",1,0.6522
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.3516
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.6477,0
"negative",0.6327,0.6327
"negative",1,0.6614
"negative",1,0.6966
"positive",1,0.638298279794716
"negative",1,0.6838
"negative",1,0.6316
"negative",1,0.3502
"positive",1,0.638298279794716
"negative",1,0.6657
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6879
"positive",0.66,0.638298279794716
"negative",1,0.6522
"negative",1,1
"negative",1,0.3556
"positive",0.6893,0
"negative",0.6633,0.3634
"negative",0.6703,0.3626
"negative",1,1
"negative",0.6966,0.3596
"negative",0.6934,0.352
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6533
"positive",1,0.638298279794716
"negative",1,0.3697
"negative",0.3608,0.3608
"negative",1,0.6297
"negative",1,1
"negative",1,1
"negative",1,0.6596
"positive",1,0.638298279794716
"positive",0.6599,0.638298279794716
"negative",0.6721,0.3361
"positive",0.7068,0
"negative",1,1
"negative",1,0.672
"neutral",1,0.638298279794716
"negative",1,0.3609
"negative",1,0.3384
"neutral",1,0.638298279794716
"negative",1,1
"negative",0.6484,0.6484
"negative",1,1
"positive",0.3558,0
"negative",1,0.6907
"positive",0.6735,0.638298279794716
"negative",1,1
"negative",1,0.3684
"negative",1,0.6631
"negative",1,0.3626
"neutral",0.6925,0
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6997
"neutral",0.6967,0
"negative",1,0.6526
"negative",0.6524,0.356
"negative",0.6737,0.6737
"positive",1,0.638298279794716
"neutral",0.6694,0.638298279794716
"positive",0.6697,0.638298279794716
"negative",1,1
"negative",1,0.3371
"negative",1,0.6658
"positive",0.6775,0.638298279794716
"negative",1,0.6333
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"neutral",0.6489,0
"negative",1,0.708
"negative",1,1
"neutral",0.6733,0.638298279794716
"positive",0.7142,0.638298279794716
"negative",1,0.6337
"negative",1,0.6211
"neutral",0.6117,0
"positive",0.66,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.673
"negative",1,0.6454
"negative",1,0.6477
"positive",1,0.638298279794716
"negative",0.6891,0.6891
"negative",1,0.6508
"negative",1,1
"negative",0.6464,0.6464
"negative",1,1
"negative",1,0.6742
"negative",0.6852,0.3453
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6693
"negative",1,1
"negative",1,0.69
"negative",1,1
"negative",1,1
"negative",0.7071,0.7071
"negative",1,0.65
"negative",1,0.6452
"negative",1,1
"negative",1,0.67
"negative",1,0.6915
"negative",1,0.6809
"negative",1,0.3393
"negative",1,0.6492
"negative",1,0.7065
"negative",1,1
"positive",1,0.638298279794716
"negative",0.6591,0.3506
"neutral",1,0.638298279794716
"negative",1,0.6856
"negative",1,1
"negative",0.6694,0.6694
"negative",1,0.6774
"negative",1,1
"neutral",0.6957,0
"negative",0.6721,0.3361
"positive",0.6497,0
"negative",1,0.6676
"negative",1,0.3511
"negative",1,0.3603
"negative",1,1
"negative",1,1
"negative",1,0.6705
"negative",1,0.6729
"neutral",1,0.638298279794716
"positive",0.6735,0.638298279794716
"neutral",0.6495,0.638298279794716
"negative",1,1
"negative",1,0.3407
"negative",0.6545,0.3335
"negative",1,1
"negative",1,0.6735
"negative",1,1
"negative",1,1
"negative",0.3398,0.3398
"negative",1,0.3615
"negative",1,1
"negative",0.6816,0.6816
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6598,0.3608
"negative",1,1
"negative",1,0.6759
"negative",1,1
"negative",1,0.7185
"negative",1,0.365
"negative",1,0.6658
"negative",1,0.3804
"negative",0.6567,0.3398
"negative",0.6772,0.6772
"positive",0.6595,0
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6715
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6768
"neutral",1,0.638298279794716
"neutral",0.6733,0
"negative",1,0.6526
"neutral",0.6354,0
"neutral",0.6423,0
"negative",1,0.6437
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.3978
"negative",1,0.6814
"negative",1,0.6931
"negative",1,0.6637
"negative",1,0.6921
"negative",1,0.6634
"negative",1,0.3594
"negative",1,0.6621
"negative",1,0.3402
"negative",1,0.3463
"negative",1,0.6667
"negative",1,0.6495
"negative",1,0.6619
"positive",1,0.638298279794716
"negative",1,0.6593
"neutral",0.6186,0
"negative",0.6628,0.6628
"negative",1,0.7069
"negative",1,1
"negative",1,0.6894
"negative",1,1
"negative",1,1
"negative",0.6897,0.6897
"negative",1,0.6733
"negative",1,0.6425
"negative",1,0.6413
"neutral",0.6559,0
"negative",1,0.6684
"negative",1,0.3602
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6695
"negative",1,1
"negative",1,0.6593
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6742
"negative",1,1
"negative",1,0.6454
"negative",1,0.6837
"negative",1,0.3666
"positive",1,0.638298279794716
"negative",1,0.6888
"negative",1,0.6503
"negative",1,0.6659
"positive",1,0.638298279794716
"negative",1,0.6729
"negative",1,0.7141
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.3395
"negative",1,0.3619
"negative",0.6731,0.3371
"neutral",0.694,0
"negative",0.6515,0.6515
"negative",1,0.343
"negative",1,1
"positive",0.3551,0
"negative",1,0.3522
"negative",1,1
"neutral",0.6617,0
"negative",1,1
"negative",0.6927,0.6927
"negative",1,0.6737
"negative",1,0.3505
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6421
"positive",0.6633,0.638298279794716
"negative",1,0.6952
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6686
"positive",0.6556,0.638298279794716
"neutral",0.6659,0.638298279794716
"negative",1,1
"positive",0.3512,0
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6637
"neutral",0.6871,0
"negative",1,0.667
"negative",0.667,0.3341
"negative",1,0.6366
"neutral",0.6388,0.638298279794716
"positive",0.6644,0
"neutral",1,0.638298279794716
"negative",1,0.66
"positive",0.6846,0.638298279794716
"negative",1,0.6806
"negative",1,1
"negative",1,0.678
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6752
"negative",1,1
"negative",1,1
"negative",1,0.6769
"negative",1,0.6814
"negative",1,0.3514
"negative",1,1
"negative",1,1
"negative",1,0.684
"positive",1,0.638298279794716
"negative",1,0.6539
"neutral",0.6753,0
"negative",1,1
"negative",1,0.7007
"negative",0.6738,0.6738
"negative",1,0.3503
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.667,0
"neutral",0.6543,0
"negative",1,0.6871
"neutral",0.6601,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6813
"negative",1,1
"negative",1,0.684
"negative",1,0.3725
"negative",1,1
"negative",1,0.6875
"negative",1,0.6796
"negative",1,1
"negative",1,1
"neutral",0.6642,0
"negative",1,0.3618
"negative",1,0.6703
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.64,0
"neutral",1,0.638298279794716
"negative",1,0.7092
"negative",1,0.6939
"negative",1,1
"negative",1,0.3529
"negative",1,0.6308
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6657
"negative",0.6854,0.3596
"negative",1,0.682
"negative",1,1
"neutral",0.6365,0
"negative",1,0.667
"negative",1,1
"negative",1,0.7143
"positive",1,0.638298279794716
"negative",1,0.6633
"neutral",0.6292,0
"negative",1,1
"negative",1,0.3531
"negative",0.6734,0.6734
"negative",0.6989,0.6989
"negative",1,1
"negative",1,0.6556
"negative",0.6697,0.3394
"neutral",1,0.638298279794716
"positive",0.6987,0.638298279794716
"negative",0.6473,0.6473
"negative",0.3533,0.3533
"negative",0.7099,0.7099
"negative",1,0.6662
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.658
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6715
"negative",1,0.6723
"negative",1,0.6774
"negative",1,1
"negative",1,0.6505
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6939,0.3469
"neutral",0.6362,0
"negative",1,0.6838
"negative",1,0.6849
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6497
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6701,0.6701
"negative",1,1
"neutral",0.6804,0
"negative",1,1
"negative",0.6586,0.6586
"negative",0.6768,0.3434
"negative",0.6768,0.3388
