"kmeans1","kmeans2"
1,1
1,1
0.6837,0
0.3819,0
0.6625,NA
0.6563,NA
1,NA
1,1
0.6805,0
0.6664,0
1,NA
0.6691,NA
0.6733,NA
1,NA
1,1
0.6645,NA
0.6667,NA
1,NA
1,NA
1,NA
1,NA
0.679,0.3624
1,1
1,0.6652
1,NA
1,NA
1,NA
0.6584,0
1,NA
1,NA
0.664,NA
1,NA
0.6377,NA
0.6796,NA
1,NA
1,NA
0.6735,NA
0.6503,0
0.6485,NA
1,NA
0.6827,0.6827
1,NA
1,0.7184
0.6591,NA
0.6778,0.6778
1,0.6954
1,0.6735
1,0.6632
0.6667,0
1,1
1,NA
0.6671,NA
0.6602,0
0.6701,NA
1,NA
0.6779,NA
1,1
0.6566,0.6566
1,NA
1,0.6632
1,0.6607
1,NA
1,0.6563
1,NA
0.6546,NA
1,NA
1,NA
0.6831,NA
1,NA
0.6686,NA
0.6714,NA
1,NA
1,1
1,NA
1,NA
1,0.6907
1,NA
1,NA
1,NA
1,0.6401
1,NA
1,NA
0.7011,0.7011
1,NA
1,NA
1,NA
1,0.6922
1,1
1,NA
1,0.6835
0.685,NA
0.3686,0
1,1
1,NA
0.6563,0.3333
0.3634,0
1,1
1,1
0.701,0
0.644,NA
0.633,0
0.6538,NA
1,1
1,1
0.6895,0
1,1
0.66,NA
1,NA
1,NA
1,NA
0.67,0
1,NA
1,0.6809
0.6429,NA
0.7201,0.7201
1,NA
1,NA
1,1
1,1
0.6739,NA
0.6645,0
1,NA
1,NA
1,0.6503
1,NA
0.6292,0.3146
1,1
1,NA
1,NA
1,0.6452
1,NA
1,1
0.702,0.702
1,NA
1,NA
1,0.6505
1,0.7072
0.6665,0
1,0.66
1,1
1,0.3663
1,NA
1,1
1,0.6519
0.6652,NA
1,0.698
1,0.6915
1,NA
0.66,0.66
1,0.3542
0.6522,0.3478
0.6863,0.3585
0.6778,NA
1,0.6654
0.6329,0
0.669,0
0.6843,0
1,NA
1,NA
0.6841,0.6841
0.6593,0
0.6721,0.6721
1,NA
0.6906,0
0.6765,0.3634
1,0.3542
0.7033,0.7033
0.661,0
0.6512,0.3256
1,NA
0.6762,NA
1,0.6635
1,0.6495
1,0.6942
1,0.6826
1,1
1,1
0.6563,0.6563
1,1
0.6421,0
1,1
1,0.6616
0.664,0.336
1,NA
0.6354,NA
1,NA
0.6523,0.6523
0.6616,0.343
0.6448,0.6448
1,0.6875
1,NA
1,1
1,0.6854
0.6656,0.6656
1,NA
0.7002,0
1,0.6614
1,NA
1,0.3545
0.6674,0.6674
1,1
0.6875,0.3542
1,1
0.6549,NA
1,NA
0.6749,0
1,1
1,NA
1,0.6444
0.6737,0.3684
1,1
1,NA
1,NA
0.3913,0.3913
0.6737,0
0.636,0.3299
1,NA
1,0.7085
1,NA
1,NA
1,NA
1,0.3474
1,0.6665
1,NA
0.6667,NA
1,1
1,NA
1,1
1,1
1,1
1,1
0.7039,0
1,1
1,1
1,NA
1,1
1,0.6897
1,1
1,1
1,1
0.6316,0.3263
1,1
0.3782,0
1,0.6527
1,1
0.6842,0.3474
1,0.6378
0.669,0.3365
1,1
1,0.6697
1,1
1,1
1,0.6661
1,1
1,0.663
1,0.6391
1,0.3516
1,1
1,1
1,1
0.6537,0.6537
1,0.3474
1,NA
1,0.6872
0.6991,NA
1,NA
0.6326,0
0.6983,0
1,1
1,NA
0.6452,0.6452
1,1
1,0.6547
1,1
1,NA
0.7087,0.7087
1,0.3435
1,0.3666
1,1
1,0.6552
0.6771,0.3437
1,0.3663
0.663,0.663
1,0.6617
1,1
1,0.6875
1,0.6706
1,0.678
0.6421,0.6421
1,NA
1,1
1,NA
1,0.3491
1,0.6789
0.6739,0.3478
1,1
1,1
1,1
0.7109,0.7109
0.6469,0.3371
1,0.6222
0.6606,NA
0.3469,0.3469
1,1
1,NA
1,1
1,0.3541
1,0.6507
0.6647,0
1,1
1,0.3474
1,0.357
1,0.6405
1,0.7128
1,1
1,0.6534
1,1
1,1
1,NA
1,0.6574
1,1
1,0.3425
1,0.6619
1,1
1,0.6518
1,0.6645
1,0.6737
0.6626,0
0.6556,0
1,1
1,0.6601
1,0.6631
1,0.6452
1,1
0.6764,0.6764
1,1
1,1
1,0.6667
1,0.6785
0.6898,0.6898
1,0.6563
0.6281,0.6281
1,0.3592
1,1
0.6564,0.3544
0.6551,0.6551
1,0.3562
1,0.3416
0.6806,NA
0.6915,0.3617
1,0.3596
1,1
0.6667,NA
1,0.6136
1,1
1,0.3581
1,0.6813
1,1
1,1
1,0.678
0.6669,0.6669
0.6353,0
1,0.6703
0.6774,0.349
1,NA
1,0.69
1,1
1,1
1,1
1,0.689
1,1
1,0.6344
0.6598,0.3512
0.6769,0.6769
1,0.3523
0.6696,NA
1,0.6869
1,1
1,1
1,1
1,NA
0.6727,NA
0.3872,0
1,1
1,1
0.6756,0.6756
1,1
1,0.6713
1,1
1,0.6871
1,0.6402
1,0.6809
1,0.3505
1,1
0.635,0.3263
1,0.6266
1,1
1,0.6733
1,0.6764
0.3709,0
1,1
1,1
1,1
1,NA
1,0.3571
1,0.3441
1,NA
1,0.642
1,1
1,1
1,0.3846
1,1
1,0.6816
1,NA
1,0.6252
0.6526,0
0.6866,0
0.6739,0
1,0.3708
1,1
1,1
1,1
0.6307,0.6307
1,0.6883
1,1
1,1
1,1
1,1
0.3449,0
1,1
1,1
1,0.3733
0.6712,0.6712
0.6762,0.6762
0.6526,0
1,1
0.6768,0.3434
1,NA
0.695,0
0.7083,0
1,NA
1,0.6882
1,NA
1,0.6941
1,0.6764
0.6612,0
1,NA
1,1
0.6559,0.3333
1,NA
1,1
0.6806,0.6806
0.6701,0.6701
1,1
0.6842,0.6842
0.6446,0
1,0.6596
1,1
1,1
1,NA
1,0.3577
1,1
1,0.6699
1,0.3333
1,NA
1,1
0.6659,NA
1,NA
1,NA
1,1
1,NA
1,0.6526
1,0.6491
1,NA
1,0.6771
0.6637,0
1,1
1,0.6699
1,0.6939
1,0.3584
1,0.6641
1,0.3561
1,0.7077
0.6511,0
1,NA
1,0.6411
0.6814,NA
1,0.3395
1,1
1,1
1,NA
0.6632,0.3474
0.6283,NA
1,0.3423
1,1
1,NA
1,1
1,0.6912
1,0.6769
1,NA
1,1
1,0.6858
1,0.6407
0.6788,0
1,NA
1,0.6723
1,0.6289
0.6902,0.6902
1,0.35
1,0.6992
1,1
1,NA
0.6354,NA
0.701,0
1,0.6444
1,0.6633
1,0.3407
1,1
0.7021,0.3617
1,0.6736
1,NA
0.3503,0
1,0.6632
1,0.6527
1,1
1,0.6792
0.6922,0
1,1
1,0.6682
1,NA
1,0.6805
1,0.3681
1,1
1,NA
1,NA
1,0.6575
0.6889,NA
0.6989,0
0.6894,0
0.6863,0.3493
1,1
1,1
1,0.6494
1,NA
1,1
1,1
0.6702,0.6702
0.6436,0.3465
1,0.4039
1,1
1,0.3444
1,0.6774
1,1
0.6774,0
1,NA
1,1
1,0.6722
1,NA
1,NA
1,1
1,1
0.6417,0.3384
0.6749,0.3585
0.6788,0.6788
0.6277,0.6277
0.6187,0
1,0.663
0.6582,0
1,1
1,0.6848
1,1
0.7015,0
1,0.6701
0.6632,0.3368
1,1
1,1
1,1
1,0.6772
1,0.684
1,0.6723
0.652,0.342
1,1
0.6729,0
1,1
1,0.3499
1,0.6532
1,1
1,1
1,0.3662
0.7128,0.7128
1,0.7118
0.6563,0.3437
1,0.3422
1,1
1,0.6492
1,0.3491
1,0.6528
0.6615,0.3409
1,0.6617
0.6667,0.6667
1,1
1,1
1,0.361
0.6613,0.6613
0.6669,0.3532
1,0.6832
1,1
1,1
1,1
1,0.6733
0.6759,0.3545
1,1
1,NA
1,0.6688
0.6837,0.3585
0.6966,0.6966
1,0.6484
1,NA
1,0.6598
1,1
1,NA
1,1
0.6513,0
1,0.6723
1,1
1,1
1,1
1,1
1,1
0.6598,0.6598
0.6809,0
1,NA
1,0.6809
1,1
1,1
1,1
0.6575,0.6575
1,0.6714
1,NA
1,1
1,0.6596
1,1
1,0.37
0.35,0.35
1,NA
0.6593,NA
1,NA
1,1
0.6875,0.6875
1,NA
1,0.3526
0.6427,0.6427
0.967,0.8042
0.6563,0
1,1
1,0.6736
0.685,0.685
1,0.6735
1,0.6608
0.7059,0
0.6838,NA
0.6882,NA
0.6392,NA
0.6146,0.3125
0.6391,0.6391
1,1
1,0.6838
0.6596,0
1,0.3621
0.6739,0.6739
1,0.6478
1,NA
1,1
1,0.6743
1,0.677
1,0.6495
0.6696,NA
1,1
1,0.3407
1,1
1,0.6373
1,1
1,1
1,NA
1,0.6526
1,1
1,0.6555
1,1
1,1
1,0.7038
1,1
1,1
0.6578,0
1,1
1,1
0.8563,0.5938
1,0.6826
1,0.6967
1,NA
1,1
1,1
1,1
1,0.3441
0.716,0.3609
1,1
1,1
1,1
0.6987,0.6987
1,1
1,1
0.6522,0.337
1,1
1,0.6976
0.6507,0.3275
1,1
1,0.3511
1,0.3617
1,1
1,NA
1,NA
1,NA
1,1
1,0.6923
1,0.68
0.6716,0
1,0.672
1,NA
1,0.6826
1,0.6869
1,0.676
1,0.6902
0.6771,0
1,0.6866
1,1
1,1
1,0.352
1,1
1,NA
0.6629,0
1,1
1,0.6919
1,NA
1,NA
1,0.6708
0.6523,0.6523
0.6775,0
1,NA
1,NA
1,0.378
1,0.6732
1,0.6952
1,0.3373
1,1
1,NA
0.6452,0.6452
0.7006,0
1,0.6609
1,NA
1,NA
1,1
0.6421,0
0.6458,0.6458
0.6458,NA
0.6713,0.6713
1,1
1,NA
1,0.6702
0.6655,0
1,0.6669
1,NA
1,0.6806
1,1
0.6699,0.3411
1,0.6592
0.6679,0.6679
1,0.6875
1,0.6419
1,1
1,0.3511
1,0.6322
1,0.6587
1,1
1,1
0.7009,0.7009
1,NA
1,1
0.6879,NA
1,0.6559
1,NA
1,1
1,1
1,1
1,1
1,0.666
1,0.3659
1,0.6739
0.6697,0.3394
1,1
1,0.3604
1,1
0.65,0.3609
1,0.6894
1,1
1,0.658
1,0.6763
0.6793,0.6793
1,0.6904
1,0.3748
1,0.6882
1,0.6714
1,1
0.6588,0.6588
1,1
1,1
1,0.6403
1,1
0.695,NA
0.6849,NA
1,1
1,0.6605
1,1
0.6932,0.3636
1,1
1,1
1,0.6605
1,1
1,1
1,1
0.6632,0.6632
1,NA
1,0.6533
1,1
1,1
1,0.6883
1,0.6917
1,0.6563
1,0.6706
0.3682,0.3682
1,NA
1,0.7021
1,1
1,0.6643
1,1
1,0.6987
1,0.3509
0.6259,0
1,1
1,1
1,1
1,1
1,NA
1,1
1,1
1,1
1,0.6792
1,0.343
1,1
1,1
0.6832,0.3721
0.6842,0.6842
1,0.3389
1,0.716
1,0.6742
1,1
1,NA
1,1
1,0.6527
1,0.6559
1,0.6624
1,0.6737
1,1
1,0.3622
1,1
1,NA
1,0.6421
1,1
1,0.3464
1,0.6538
0.6737,0.6737
1,0.3461
0.686,0
1,1
1,0.3728
1,0.3646
1,1
0.6718,0.6718
1,1
1,0.7129
1,NA
1,NA
0.6609,0.343
1,0.6683
1,1
1,0.6546
1,1
1,1
1,1
1,0.6596
1,0.3491
1,1
1,1
0.6596,0.3404
1,NA
1,1
1,1
1,1
1,1
1,0.6374
1,0.3552
1,0.6632
1,1
1,1
1,1
1,0.6737
1,NA
1,1
1,1
1,NA
1,0.6667
1,NA
1,0.3515
1,0.6873
1,NA
1,1
1,NA
0.7047,0.7047
1,1
0.6976,0
0.6444,0.6444
0.6629,0
0.667,0.3485
1,NA
1,0.3384
1,1
1,NA
1,0.3455
1,0.6667
1,1
1,0.6818
1,NA
1,1
0.6566,0.3333
1,0.6989
1,0.3389
1,0.6854
1,1
1,1
1,0.6473
0.6869,0.6869
1,1
1,1
1,1
1,NA
1,1
1,NA
1,0.6837
1,1
1,0.3481
1,1
0.6858,0.3666
1,NA
1,1
1,1
1,0.6775
1,0.6315
0.6457,0
1,0.6583
0.657,0
1,0.6735
1,1
1,NA
1,0.3543
1,0.6782
1,1
1,0.6955
1,0.3543
1,1
1,0.654
0.3542,0
1,0.6915
0.691,0
0.6614,0.337
1,0.6809
1,0.659
1,0.6211
0.6701,0.6701
0.652,0.652
1,0.3689
1,1
1,1
0.7128,0
1,0.341
1,1
1,0.6565
0.709,0.709
0.6735,0.3469
1,0.3487
1,1
0.7007,0.7007
1,0.3478
1,0.3487
1,0.6563
1,NA
1,0.6987
1,1
1,0.3482
1,0.6633
1,1
1,0.6989
0.6403,0.6403
1,1
0.6445,0.6445
1,0.6831
1,NA
0.6721,0.6721
0.6682,0
1,0.6635
0.6948,0.3522
1,0.6559
1,0.6768
1,NA
1,0.676
1,0.6202
1,0.6812
1,0.6495
0.6563,0.6563
1,0.385
1,0.6966
1,1
0.701,0.701
1,0.6718
1,NA
1,1
1,0.6667
1,0.6491
1,0.656
1,1
1,0.3606
1,NA
0.646,0.3326
0.6462,0.3346
0.6294,0.6294
1,0.6512
1,1
1,0.66
1,1
1,1
0.6917,0.6917
1,NA
1,0.6903
1,0.6659
1,1
1,0.6443
0.6653,0.3451
1,1
1,0.6791
1,0.6517
1,0.6939
1,0.6186
1,1
1,1
1,1
0.6307,NA
1,0.6939
0.6742,0
1,0.6889
1,1
1,0.677
0.6737,0.3368
1,1
1,0.6745
1,NA
1,1
0.65,0
1,1
1,0.6624
0.6695,0
0.6854,0.6854
1,1
0.6374,NA
1,0.3635
1,1
1,1
1,1
1,NA
1,0.3441
1,1
1,0.7055
1,1
1,0.6768
1,NA
1,0.356
1,0.607
1,1
1,1
1,0.3541
1,0.6771
1,0.6436
1,1
1,1
0.6559,0.6559
1,0.6632
1,NA
1,0.3581
1,0.6838
1,NA
0.6511,0.3284
1,0.7245
0.6566,0.6566
1,0.6545
1,1
1,0.6701
1,0.6735
1,1
1,0.669
1,NA
1,1
1,NA
0.6739,0.337
1,1
1,1
1,1
1,1
1,0.6656
1,1
1,1
0.6699,0
1,1
1,0.6685
1,0.6721
1,0.6928
0.6633,0.3367
1,1
1,0.7092
1,1
1,0.6973
1,NA
0.6818,0.375
1,1
1,1
1,1
1,1
1,1
1,1
1,0.6529
0.7027,0
0.6842,0.6842
1,1
0.6344,0
1,1
1,1
1,1
1,1
1,1
1,0.6861
1,0.3787
1,NA
1,0.6442
0.6593,NA
1,0.6313
1,0.6767
1,1
1,1
1,1
1,1
1,0.683
1,1
1,1
1,0.3906
1,1
1,0.6733
1,0.6415
1,0.665
1,1
1,NA
1,0.6425
1,1
1,0.6745
0.6867,0.6867
1,1
1,1
0.6855,0.3466
1,1
1,1
0.6402,0
1,1
0.6424,0
0.6933,0.356
1,0.6774
1,0.6502
1,0.6721
1,1
1,1
1,1
1,NA
1,1
0.6745,NA
1,0.6975
1,1
0.6461,0.3435
1,NA
1,1
1,1
1,1
1,1
1,0.6556
1,1
1,0.6617
1,1
1,1
0.6571,0.6571
0.6837,0.6837
1,0.6803
1,0.3679
1,0.7065
1,0.6562
1,1
1,1
1,1
1,1
1,1
1,0.6388
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.6667,0.6667
1,1
0.6677,0
0.343,0.343
1,0.6889
1,0.6916
1,0.3333
1,0.6362
1,NA
1,0.6672
1,1
1,0.6596
1,0.6875
0.6675,0.6675
1,1
1,1
0.355,0.355
1,0.6667
1,1
1,0.6736
0.6579,0
1,0.703
1,1
1,1
1,1
1,1
1,0.6397
1,NA
1,NA
1,1
1,1
1,1
0.6674,0
1,0.6987
1,0.6179
1,1
1,1
1,1
1,0.6638
1,1
0.6546,0.6546
1,1
1,NA
1,1
1,1
1,1
1,0.6704
1,1
1,0.7011
1,1
1,1
1,0.3526
1,0.6558
1,1
1,0.7013
1,0.6722
1,1
1,NA
1,1
0.7149,0
1,0.6768
1,1
0.6559,0
0.6917,0.3727
1,0.6571
1,0.6703
1,1
1,0.6364
0.6735,0
1,NA
1,0.7149
1,NA
1,1
1,0.6204
0.6498,0
0.684,0.684
1,1
1,0.6952
0.6923,0.6923
0.6669,0.6669
1,0.6596
1,1
1,1
1,1
0.6721,0.3689
1,1
1,1
1,0.6533
0.6522,0.6522
0.6655,0
1,0.3428
1,0.3364
1,1
1,0.6526
1,1
0.6724,0.6724
0.6769,0.6769
0.6495,0.6495
1,1
1,NA
0.6862,0.3533
1,1
1,0.6789
1,1
1,1
1,0.6339
0.6809,0.6809
1,1
1,1
1,0.6501
1,1
1,1
1,0.6885
1,0.357
1,NA
1,1
1,0.6684
0.6811,0
1,NA
1,0.6807
1,1
0.6604,0.6604
0.6556,NA
1,0.6617
1,0.3477
1,0.6699
1,0.3541
1,1
1,1
0.6628,0.6628
0.7093,0
1,1
1,NA
1,1
1,1
1,0.6871
1,0.6308
1,0.6645
1,0.6477
1,0.6561
1,1
0.6652,0.6652
1,0.6753
1,0.6997
0.6578,0.6578
1,1
1,0.3648
1,1
1,1
1,NA
1,0.6655
1,0.6838
1,1
1,1
1,0.6197
1,1
1,1
1,0.6657
1,1
1,1
1,1
1,0.6715
1,1
1,0.6848
1,0.6684
1,1
1,1
1,0.654
1,0.6808
1,1
0.6511,0.3591
1,0.3569
1,1
1,1
1,0.7158
1,0.3732
1,0.6995
1,1
1,0.6701
0.6559,0.3441
1,0.6478
1,0.6777
1,0.6583
1,1
1,1
1,0.6818
1,1
1,1
1,NA
1,0.6771
1,1
1,1
1,0.3495
1,1
1,0.6436
1,1
1,0.6383
1,1
1,0.6523
1,0.3593
1,0.653
1,0.6729
1,0.702
1,0.6705
1,1
1,0.6977
0.6809,NA
1,0.6201
1,0.6601
1,0.658
1,1
1,NA
0.7065,0.3696
1,0.6677
1,0.684
1,1
1,0.6678
1,0.6667
1,0.6559
0.6957,0
1,1
1,1
1,1
1,0.6749
1,1
1,0.3845
1,1
0.684,0.684
1,0.6916
1,NA
1,0.6697
1,0.6894
1,1
0.6875,0.6875
1,0.6465
1,0.3333
1,0.6492
1,0.6641
1,0.3441
0.6656,0.3421
1,0.6947
0.6598,0.6598
1,1
1,0.6632
1,1
1,0.6845
1,0.6705
1,1
1,0.3544
1,1
1,1
1,0.3444
1,1
1,NA
1,1
1,0.66
1,0.7021
1,NA
0.6677,0.3635
1,1
1,1
1,0.6542
1,0.6465
1,0.3696
1,NA
1,1
1,0.677
0.6534,0.3372
1,0.66
1,1
0.6885,0.6885
1,0.6598
1,1
1,0.6702
1,0.3579
1,1
0.7008,0.7008
1,0.6718
0.6677,0
1,NA
1,0.6632
1,1
1,1
1,1
0.6667,0
1,0.6473
1,0.6691
1,1
1,1
1,0.3485
1,0.3579
0.6331,0.3465
1,1
1,1
1,1
1,0.7
1,0.6995
1,0.6667
1,0.6776
1,0.6383
0.6596,0.6596
1,0.397
1,0.6916
1,0.6838
1,1
1,0.6777
1,0.684
1,0.3786
1,1
0.6688,0
1,0.6559
0.6717,0.6717
1,0.6727
1,1
1,1
1,1
1,0.6932
1,0.6658
0.6701,0
1,1
1,0.3426
1,1
1,1
1,NA
1,0.6888
0.3502,0
1,0.6753
1,0.6724
1,1
1,1
1,1
1,NA
0.6596,0.6596
0.6925,0
1,1
1,0.6598
1,0.6926
1,0.6665
1,0.6509
1,0.6598
1,0.6289
1,0.3471
0.6563,0.3282
0.6667,0
1,NA
0.6769,0
1,0.6598
1,1
1,1
1,NA
1,1
1,1
1,NA
0.6569,0.3317
1,0.6947
1,0.7126
0.7033,NA
1,0.6556
0.6909,0.3642
1,1
1,0.3456
1,0.6811
1,1
1,1
1,1
0.6731,0.6731
1,1
1,1
1,1
0.3421,0
1,NA
1,1
1,1
1,NA
0.6529,0
1,0.6822
1,0.6649
0.6627,0
0.7065,NA
1,1
1,1
1,NA
0.3631,0
1,NA
1,0.631
1,1
1,NA
0.6571,0.3399
1,1
1,0.6987
1,1
1,0.6771
0.6179,0.3122
1,0.6606
1,1
1,1
0.6967,0
1,NA
1,0.3684
1,1
0.6276,NA
1,1
1,1
1,NA
1,1
1,NA
1,NA
1,NA
1,1
1,1
0.7185,0
1,NA
1,NA
0.6531,NA
1,NA
0.6879,0
0.6934,NA
1,1
0.7118,0.7118
0.6363,0
1,0.3434
1,0.6695
0.6665,NA
0.6947,NA
1,0.6818
1,0.6559
1,0.6818
1,1
0.6849,0.6849
1,1
1,1
1,1
0.6602,0.3318
1,0.6759
1,1
1,0.3683
1,NA
1,1
1,0.7022
1,NA
0.6667,0.3556
1,0.6758
0.6526,0.3579
1,0.6317
0.6995,0
1,0.6904
1,0.6617
1,1
1,0.6703
1,1
1,1
1,1
0.6333,0
1,0.6937
1,0.6522
1,0.6854
1,0.3515
1,1
0.6734,0.6734
1,1
1,NA
0.6778,0
1,1
0.696,0.696
1,1
1,NA
0.6919,0.6919
1,0.6437
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0.6275
1,1
1,0.3787
1,1
1,0.6745
1,1
1,0.6706
1,1
0.6774,0.6774
1,1
1,1
1,NA
0.3713,0
1,1
1,1
0.6408,0
1,1
1,0.6477
1,NA
1,0.6181
0.6888,0
0.636,0.3299
0.6523,0.6523
1,0.6522
1,1
1,1
1,1
1,0.6847
0.6657,NA
1,0.7004
1,1
1,1
0.691,0.3721
1,0.6915
0.6764,0.6764
1,1
1,1
1,1
1,0.6529
1,1
1,1
1,1
1,NA
1,0.7072
1,1
1,0.6752
1,1
1,1
0.6117,0
1,1
1,1
1,0.3511
1,0.3387
1,0.6669
1,0.6782
1,0.701
1,NA
1,1
1,1
1,1
0.6596,0.3617
1,0.686
0.6947,0
1,1
1,0.6406
1,1
1,0.6981
1,0.6566
0.3476,0
1,1
1,0.6871
1,0.6686
0.6729,NA
1,0.6584
1,0.6549
1,0.6714
1,0.6774
0.6739,0.6739
1,0.6593
1,0.7081
1,1
1,0.6446
0.6246,0.6246
1,0.6696
1,0.3384
1,1
0.6622,0.6622
1,NA
0.68,0.35
1,NA
1,0.6663
1,1
0.6872,0
0.6872,0
1,1
1,1
1,NA
1,1
1,1
1,1
1,1
1,0.6667
1,NA
1,1
0.6633,0.6633
0.6535,0
0.6806,0.3453
1,1
1,1
1,1
1,1
1,0.6512
1,0.6509
0.6946,0.6946
0.3664,0
1,0.6811
0.6733,0.3532
0.3517,0
1,1
1,0.6702
1,1
1,NA
1,1
1,0.6596
1,0.6419
1,1
1,1
1,0.6735
1,0.6681
1,1
1,1
1,0.3515
1,0.6803
1,1
1,1
1,1
1,1
1,0.6889
1,NA
1,0.6523
1,1
1,1
1,NA
1,0.6292
0.6953,NA
1,0.3529
1,0.668
1,1
1,1
0.6803,0.3456
1,NA
1,1
1,NA
1,NA
0.6785,0.3476
1,0.6567
0.7093,0
1,0.6844
1,1
1,1
1,1
1,1
0.6632,0.3368
1,0.6544
1,0.6531
1,0.6555
0.663,0.663
1,1
0.6386,0.3409
0.667,0.667
1,1
1,0.3745
1,0.6624
1,1
0.6735,0.3469
1,1
1,0.6633
1,0.6699
1,NA
1,1
1,NA
1,0.6687
1,NA
1,1
1,1
1,0.6473
1,0.6959
1,0.6885
1,1
1,1
1,1
1,1
1,0.6653
1,1
0.6875,0.3571
0.6309,0.6309
1,0.6605
1,1
1,1
1,1
0.6715,0.3729
0.6778,0.3667
1,NA
0.6522,0.6522
0.6577,0
1,0.6643
0.664,0.664
0.6806,0.6806
0.6237,NA
1,1
1,1
1,0.661
1,0.6911
1,1
0.6496,0.3344
1,NA
0.6522,0.3478
1,NA
1,NA
1,0.6808
1,0.6742
0.6292,0.6292
1,0.6413
1,0.6587
1,0.6787
0.66,0
1,1
1,1
1,NA
1,0.3406
1,0.6596
1,NA
1,NA
1,1
1,0.6268
0.689,0
1,1
1,1
0.6421,0.3263
1,1
1,NA
0.6421,0.3263
0.6404,0
1,NA
0.6675,0.6675
1,NA
1,NA
1,NA
1,NA
1,NA
0.662,0
0.6451,0.6451
1,0.6575
1,1
0.6755,0.6755
1,NA
0.6498,0.3272
1,1
1,NA
1,1
0.68,0
1,0.3431
1,0.3442
0.6682,0.6682
0.6847,0.3838
1,1
1,NA
0.6693,NA
1,1
0.6222,0
1,0.3776
1,1
1,0.6446
0.6607,NA
1,NA
1,1
1,0.6581
1,1
0.6697,NA
1,0.6531
1,1
1,0.6902
0.6804,0.6804
0.6726,0.3363
1,1
1,NA
1,1
1,1
1,NA
1,NA
1,NA
0.6887,0
1,0.6875
1,1
1,0.6547
1,0.3696
1,1
1,NA
1,0.3535
1,0.6552
0.3616,0
1,NA
0.6638,NA
0.688,0.688
1,NA
1,NA
1,1
1,NA
1,0.6725
1,1
1,1
1,0.3681
1,0.3693
1,NA
1,0.7223
1,NA
1,NA
1,0.6485
0.648,NA
1,1
1,1
1,1
1,NA
1,0.6923
0.6544,0
1,1
1,1
1,1
1,0.6733
1,1
1,1
1,0.6925
1,NA
1,1
1,NA
1,0.3374
1,1
1,NA
1,0.6733
0.6415,0
1,1
1,1
1,0.6703
1,0.3541
1,0.6509
0.6927,0.6927
1,0.6596
1,1
1,NA
0.6667,NA
1,1
0.6739,0
1,0.6753
1,1
1,1
1,1
0.6771,0.6771
1,NA
0.6266,NA
1,0.6802
1,1
1,1
1,NA
1,0.6942
0.6709,0.6709
1,1
1,1
0.6232,0.3189
1,NA
1,NA
1,1
0.6774,0.3441
1,1
1,1
1,0.6645
1,0.6545
1,0.6454
1,1
1,0.6664
1,0.3497
1,1
1,1
1,0.6924
1,0.7012
1,NA
1,0.6771
1,0.663
1,0.3486
1,0.6601
1,0.6835
1,0.6942
1,0.7053
0.6581,0
1,0.6925
1,0.7036
1,NA
1,0.3602
1,1
1,1
1,1
0.6554,0.3335
1,1
1,1
1,0.3587
0.6932,0.6932
1,0.65
1,0.6923
1,1
1,0.3634
1,NA
1,1
1,1
1,1
1,1
1,NA
1,1
1,NA
1,0.6931
1,NA
1,1
1,NA
1,0.6744
1,0.657
1,0.3571
1,0.6742
1,0.3353
1,1
1,1
0.7024,0
0.6987,NA
0.6401,NA
1,0.6276
1,0.7065
1,0.3535
1,1
1,1
1,0.6829
0.3491,0
0.6762,0
1,0.6522
1,NA
1,0.6288
1,0.6913
1,NA
0.6869,0
1,0.6404
1,0.3729
0.6809,0.3404
1,1
1,0.6772
1,0.3555
1,1
1,0.3418
1,0.3587
1,1
0.7109,0.3609
1,0.3671
1,0.6733
0.6818,0.6818
1,1
1,0.6545
0.6315,0.3281
1,1
1,0.6705
1,1
0.6632,0.6632
1,0.3407
1,0.6667
1,0.6322
1,1
1,1
1,1
1,1
1,0.663
1,0.3663
1,0.3562
1,NA
1,0.6813
1,NA
0.6867,0.3441
1,NA
1,NA
1,0.6596
1,0.6659
1,0.6308
0.6593,0.3407
0.6436,NA
1,0.7023
1,0.3478
1,1
1,0.6635
0.6629,0.3748
1,0.3936
1,1
1,1
1,0.6814
1,1
1,NA
0.6632,0.3571
1,1
1,1
1,0.6754
1,1
1,NA
1,0.6752
1,1
1,NA
0.6769,0
0.3451,0
1,0.6177
0.6374,0.6374
1,0.6746
1,1
1,0.3492
0.6484,0
1,NA
1,NA
1,1
1,0.6296
0.6931,0.6931
1,NA
0.6687,0
1,NA
1,0.6702
1,0.3618
0.6771,0
1,NA
0.669,NA
1,NA
0.663,NA
1,NA
1,0.6735
1,0.3527
0.6644,0.3428
1,0.6495
0.6579,0.6579
1,1
1,0.6687
1,0.7086
1,NA
1,0.6855
1,NA
0.6386,NA
1,0.3438
0.6863,0.6863
1,0.6228
1,0.6987
1,0.3422
0.66,0.34
0.6461,0
1,0.368
1,0.3439
0.6606,0.6606
1,1
1,1
1,NA
1,0.3469
1,0.6759
0.6596,NA
1,0.6507
1,0.3512
1,NA
0.3733,0
1,0.6838
1,0.6672
1,0.6786
1,NA
0.6804,0.3441
0.682,0
0.6452,0
1,NA
0.3796,0
1,NA
1,0.635
1,0.3938
1,0.6747
